Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Year,Term
,,,,Discussion,39507D,1.0,8:00-8:50am,"Tue, Thu",17.0,12.0,0.0,,KAP138,2009,Spring
,,,,Discussion,39508D,1.0,9:00-9:50am,"Tue, Thu",18.0,13.0,0.0,,KAP138,2009,Spring
,,,,Discussion,39509D,1.0,10:00-10:50am,"Tue, Thu",17.0,16.0,0.0,,KAP138,2009,Spring
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture,39571D,1.0,10:00-10:50am,MWF,40.0,32.0,0.0,Fedor Malikov,KAP140,2009,Spring
,,,,Discussion,39572D,1.0,8:00-8:50am,"Tue, Thu",15.0,4.0,0.0,,KAP141,2009,Spring
,,,,Discussion,39573D,1.0,9:00-9:50am,"Tue, Thu",15.0,6.0,0.0,,KAP141,2009,Spring
,,,,Discussion,39574D,1.0,10:00-10:50am,"Tue, Thu",23.0,22.0,0.0,,KAP141,2009,Spring
,,,,Lecture,39575D,1.0,1:00-1:50pm,MWF,67.0,61.0,0.0,Amjad Tuffaha,GFS101,2009,Spring
,,,,Discussion,39576D,1.0,11:00-11:50am,"Tue, Thu",27.0,24.0,0.0,,KAP141,2009,Spring
,,,,Discussion,39577D,1.0,12:00-12:50pm,"Tue, Thu",20.0,16.0,0.0,,KAP141,2009,Spring
,,,,Discussion,39578D,1.0,1:00-1:50pm,"Tue, Thu",25.0,21.0,0.0,,KAP141,2009,Spring
MATH-226,Calculus III,P,4.0 units,Lecture,39583D,1.0,10:00-10:50am,MWF,64.0,60.0,0.0,Satwindar Sadhal,SOS B46,2009,Spring
,,,,Discussion,39584D,1.0,8:00-8:50am,"Tue, Thu",22.0,19.0,0.0,,KAP159,2009,Spring
,,,,Discussion,39585D,1.0,9:00-9:50am,"Tue, Thu",21.0,19.0,0.0,,KAP159,2009,Spring
,,,,Discussion,39586D,1.0,10:00-10:50am,"Tue, Thu",23.0,22.0,0.0,,KAP159,2009,Spring
,,,,Lecture,39587D,1.0,11:00-11:50am,MWF,62.0,57.0,0.0,Peter Baxendale,THH208,2009,Spring
,,,,Discussion,39588D,1.0,11:00-11:50am,"Tue, Thu",24.0,23.0,0.0,Peter Baxendale,KAP159,2009,Spring
,,,,Discussion,39589D,1.0,12:00-12:50pm,"Tue, Thu",20.0,16.0,0.0,Peter Baxendale,KAP159,2009,Spring
,,,,Discussion,39590D,1.0,1:00-1:50pm,"Tue, Thu",20.0,18.0,0.0,Peter Baxendale,KAP159,2009,Spring
,,,,Lecture,39591D,1.0,12:00-12:50pm,MWF,60.0,51.0,0.0,Sheldon Kamienny,MHP105,2009,Spring
,,,,Discussion,39592D,1.0,2:00-2:50pm,"Tue, Thu",22.0,20.0,0.0,,KAP159,2009,Spring
,,,,Discussion,39593D,1.0,3:00-3:50pm,"Tue, Thu",20.0,12.0,0.0,,KAP159,2009,Spring
,,,,Discussion,39594D,1.0,4:00-4:50pm,"Tue, Thu",20.0,19.0,0.0,,KAP159,2009,Spring
,,,,Lecture,39595D,1.0,1:00-1:50pm,MWF,60.0,51.0,0.0,Ricardo Mancera,SOS B46,2009,Spring
,,,,Discussion,39596D,1.0,11:00-11:50am,"Tue, Thu",22.0,19.0,0.0,,KAP138,2009,Spring
,,,,Discussion,39597D,1.0,12:00-12:50pm,"Tue, Thu",20.0,15.0,0.0,,KAP138,2009,Spring
,,,,Discussion,39598D,1.0,1:00-1:50pm,"Tue, Thu",21.0,17.0,0.0,,KAP138,2009,Spring
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture,39605D,1.0,10:00-10:50am,MWF,72.0,53.0,0.0,Peter Baxendale,THH208,2009,Spring
,,,,Discussion,39606D,1.0,8:00-8:50am,"Tue, Thu",24.0,11.0,0.0,Peter Baxendale,KAP134,2009,Spring
,,,,Discussion,39607D,1.0,9:00-9:50am,"Tue, Thu",24.0,19.0,0.0,Peter Baxendale,KAP134,2009,Spring
,,,,Discussion,39608D,1.0,10:00-10:50am,"Tue, Thu",24.0,23.0,0.0,Peter Baxendale,KAP134,2009,Spring
,,,,Lecture,39609D,1.0,11:00-11:50am,MWF,77.0,74.0,0.0,Takahiro Sakai,SOS B46,2009,Spring
,,,,Discussion,39610D,1.0,11:00-11:50am,"Tue, Thu",30.0,30.0,0.0,,RTH109,2009,Spring
,,,,Discussion,39611D,1.0,12:00-12:50pm,"Tue, Thu",24.0,22.0,0.0,,RTH109,2009,Spring
,,,,Discussion,39612D,1.0,1:00-1:50pm,"Tue, Thu",24.0,22.0,0.0,,RTH109,2009,Spring
,,,,Lecture,39613D,1.0,12:00-12:50pm,MWF,72.0,62.0,0.0,Wlodek Proskurowski,SOS B46,2009,Spring
,,,,Discussion,39614D,1.0,8:00-8:50am,"Tue, Thu",24.0,17.0,0.0,,KAP165,2009,Spring
,,,,Discussion,39615D,1.0,9:00-9:50am,"Tue, Thu",24.0,21.0,0.0,,KAP165,2009,Spring
,,,,Discussion,39616D,1.0,10:00-10:50am,"Tue, Thu",26.0,24.0,0.0,,KAP165,2009,Spring
MATH-407,Probability Theory,P,4.0 units,Lecture,39625D,1.0,12:00-12:50pm,MWF,50.0,35.0,0.0,Qingshuo Song,GFS101,2009,Spring
,,,,Discussion,39626D,1.0,11:00-11:50am,"Tue, Thu",25.0,16.0,0.0,,KAP167,2009,Spring
,,,,Discussion,39627D,1.0,12:00-12:50pm,"Tue, Thu",25.0,19.0,0.0,,KAP167,2009,Spring
MATH-408,Mathematical Statistics,P,4.0 units,Discussion,39637D,1.0,2:00-2:50pm,"Tue, Thu",20.0,3.0,0.0,,GFS217,2009,Spring
,,,,Lecture,39635D,1.0,12:00-12:50pm,MWF,40.0,32.0,0.0,Jianfeng Zhang,VHE217,2009,Spring
,,,,Discussion,39636D,1.0,1:00-1:50pm,"Tue, Thu",30.0,29.0,0.0,,GFS223,2009,Spring
MATH-410,Fundamental Concepts of Modern Algebra,P,4.0 units,Lecture,39639D,1.0,1:00-1:50pm,MWF,25.0,13.0,0.0,Charles Lanski,KAP137,2009,Spring
,,,,Discussion,39640D,1.0,2:00-3:50pm,Thursday,25.0,13.0,0.0,,KAP166,2009,Spring
MATH-425a,Fundamental Concepts of Analysis,P,4.0 units,Lecture,39645D,1.0,10:00-10:50am,MWF,22.0,16.0,0.0,Ronald Bruck Jr,KAP134,2009,Spring
,,,,Discussion,39646D,1.0,2:00-3:50pm,Tuesday,22.0,16.0,0.0,,KAP166,2009,Spring
MATH-425b,Fundamental Concepts of Analysis,P,4.0 units,Lecture,39647D,1.0,10:00-10:50am,MWF,20.0,3.0,0.0,Kenneth Alexander,KAP159,2009,Spring
MATH-432,Applied Combinatorics,P,4.0 units,Lecture,39651D,1.0,2:00-3:20pm,"Tue, Thu",30.0,23.0,0.0,Sol Golomb,KAP148,2009,Spring
MATH-435,Vector Analysis and Introduction to Differential Geometry,P,4.0 units,Lecture,39655D,1.0,2:00-2:50pm,MWF,22.0,16.0,0.0,Francis Bonahon,KAP137,2009,Spring
MATH-445,Mathematics of Physics and Engineering II,P,4.0 units,Lecture,39661D,1.0,12:00-12:50pm,MWF,40.0,27.0,0.0,Susan Friedlander,KAP158,2009,Spring
,,,,Discussion,39662D,1.0,12:00-12:50pm,"Tue, Thu",20.0,8.0,0.0,,KAP166,2009,Spring
,,,,Discussion,39663D,1.0,1:00-1:50pm,"Tue, Thu",20.0,19.0,0.0,,KAP166,2009,Spring
,,,,Lecture,39664D,1.0,2:00-3:20pm,"Mon, Wed",40.0,17.0,0.0,Nathaniel Emerson,KAP163,2009,Spring
,,,,Discussion,39665D,1.0,9:00-9:50am,"Tue, Thu",20.0,3.0,0.0,,KAP167,2009,Spring
,,,,Discussion,39666D,1.0,10:00-10:50am,"Tue, Thu",20.0,14.0,0.0,,KAP167,2009,Spring
MATH-450,History of Mathematics,P,4.0 units,Lecture,39670D,1.0,11:00-11:50am,MWF,25.0,14.0,0.0,Zdenek Vorel,KAP137,2009,Spring
MATH-465,Ordinary Differential Equations,P,4.0 units,Lecture,39674D,1.0,1:00-1:50pm,MWF,20.0,13.0,0.0,Robert Sacker,KAP138,2009,Spring
MATH-471,Topics in Linear Algebra,P,4.0 units,Lecture,39680D,1.0,11:00-11:50am,MWF,20.0,6.0,0.0,Sheldon Kamienny,KAP138,2009,Spring
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39687D,1.0,TBA,TBA,10.0,0.0,0.0,,OFFICE,2009,Spring
MATH-500,Graduate Colloquium,,2.0 units,Lecture,39692R,1.0,TBA,TBA,30.0,19.0,0.0,Jason Fulman,OFFICE,2009,Spring
MATH-501,Numerical Analysis and Computation,,3.0 units,Lecture,39694R,1.0,10:00-10:50am,MWF,35.0,30.0,0.0,Amjad Tuffaha,KAP148,2009,Spring
MATH-502b,Numerical Analysis,P,3.0 units,Lecture,39698R,1.0,10:00-10:50am,MWF,20.0,2.0,0.0,Wlodek Proskurowski,KAP137,2009,Spring
MATH-505b,Applied Probability,P,3.0 units,Lecture,39708R,1.0,1:00-1:50pm,MWF,24.0,6.0,0.0,Richard Arratia,KAP159,2009,Spring
MATH-506,Stochastic Processes,P,3.0 units,Lecture,39710D,1.0,2:00-3:15pm,"Wed, Fri",30.0,0.0,0.0,Jin Ma,,2009,Spring
MATH-507b,Theory of Probability,P,3.0 units,Lecture,39716R,1.0,1:00-1:50pm,MWF,20.0,6.0,0.0,Larry Goldstein,KAP141,2009,Spring
MATH-508,Filtering Theory,P,3.0 units,Lecture,39718R,1.0,2:00-2:50pm,MWF,20.0,10.0,0.0,Sergey Lototsky,KAP138,2009,Spring
MATH-510b,Algebra,P,3.0 units,Lecture,39724R,1.0,10:00-10:50am,MWF,20.0,6.0,0.0,Susan Montgomery,KAP138,2009,Spring
MATH-511aL,Data Analysis,P,4.0 units,Lecture,41057D,46.0,12:55-2:55pm,Wednesday,60.0,59.0,0.0,David Conti,CHP224,2009,Spring
,,,,Lab,41058D,46.0,3:00-5:00pm,Wednesday,60.0,57.0,0.0,David Conti,CHP225,2009,Spring
,,,,Lab,41059D,46.0,5:05-7:05pm,Wednesday,50.0,2.0,0.0,David Conti,CHP225,2009,Spring
MATH-511bL,Data Analysis,P,4.0 units,Lecture,41063D,46.0,11:00-1:00pm,Tuesday,60.0,27.0,0.0,Sue Ingles,CHP224,2009,Spring
,,,,Lab,41064D,46.0,8:55-10:55am,Tuesday,30.0,20.0,0.0,Kimberly Siegmund,CHP225,2009,Spring
,,,,Lab,41065D,46.0,1:05-3:05pm,Tuesday,30.0,7.0,0.0,Kimberly Siegmund,CHP225,2009,Spring
MATH-520,Complex Analysis,P,3.0 units,Lecture,39734R,1.0,2:00-2:50pm,MWF,20.0,7.0,0.0,Nicolai Haydn,KAP141,2009,Spring
MATH-525b,Real Analysis,P,3.0 units,Lecture,39740R,1.0,9:00-9:50am,MWF,25.0,15.0,0.0,Kenneth Alexander,KAP159,2009,Spring
MATH-540,Topology,P,3.0 units,Lecture,39756R,1.0,11:00-11:50am,MWF,20.0,4.0,0.0,Ko Honda,KAP141,2009,Spring
MATH-541a,Introduction to Mathematical Statistics,P,3.0 units,Lecture,39760R,1.0,11:00-11:50am,MWF,50.0,42.0,0.0,Jianfeng Zhang,GFS118,2009,Spring
MATH-542L,Analysis of Variance and Design,P,3.0 units,Lecture-Lab,39766R,1.0,9:00-9:50am,MWF,24.0,13.0,0.0,Jay Bartroff,KAP141,2009,Spring
MATH-555b,Partial Differential Equations,P,3.0 units,Lecture,39790R,1.0,11:00-11:50am,MWF,20.0,6.0,0.0,Mohammed Ziane,KAP134,2009,Spring
MATH-565a,Ordinary Differential Equations,P,3.0 units,Lecture,39794R,1.0,10:00-10:50am,MWF,20.0,7.0,0.0,Robert Sacker,KAP165,2009,Spring
MATH-577a,Computational Molecular Biology Laboratory,,2.0 units,Lecture,13577R,1.0,2:00-3:50pm,Tuesday,20.0,9.0,0.0,Fengzhu Sun Frank Alber Andrew Smith,RRI301,2009,Spring
MATH-578a,Computational Molecular Biology,P,3.0 units,Lecture,39818R,1.0,11:00-12:20pm,"Tue, Thu",20.0,6.0,0.0,Ting Chen Xianghong Zhou,KAP165,2009,Spring
MATH-590,Directed Research,,1.0-12.0 units,Lecture,39834D,1.0,TBA,TBA,20.0,13.0,0.0,Gary Rosen,OFFICE,2009,Spring
MATH-594a,Master's Thesis,,2.0 units,Lecture,39838R,1.0,TBA,TBA,10.0,3.0,0.0,,OFFICE,2009,Spring
MATH-594b,Master's Thesis,P,2.0 units,Lecture,39839R,1.0,TBA,TBA,10.0,3.0,0.0,,OFFICE,2009,Spring
MATH-594z,Master's Thesis,PC,0.0 units,Lecture,39940R,1.0,TBA,TBA,10.0,1.0,0.0,,OFFICE,2009,Spring
MATH-599,Special Topics,,"2.0-4.0 units, max 8",,,,,,,,,,,2009,Spring
,Homotopy Theory,,3.0,Lecture,39942R,1.0,1:00-1:50pm,MWF,15.0,11.0,0.0,Eric Friedlander,KAP113,2009,Spring
,"Stochastic Calculus and Mathematical Finance, ll",,3.0,Lecture,39943D,1.0,2:00-3:15pm,"Wed, Fri",30.0,26.0,0.0,Jin Ma,KAP145,2009,Spring
MATH-601,Optimization Theory and Techniques,P,3.0 units,Lecture,39946R,1.0,10:00-10:50am,MWF,20.0,8.0,0.0,Remigijus Mikulevicius,KAP141,2009,Spring
MATH-605,Topics in Probability,,"3.0 units, max 12",Lecture,39947R,1.0,1:00-1:20pm,MWF,20.0,9.0,0.0,Sergey Lototsky,KAP147,2009,Spring
MATH-610,Topics in Algebra,,"3.0 units, max 12",Lecture,39948R,1.0,12:00-12:50pm,MWF,20.0,8.0,0.0,Thomas Geisser,KAP141,2009,Spring
MATH-725,Seminar in Analysis,,3.0 units,Lecture,39950R,1.0,TBA,TBA,10.0,3.0,0.0,Igor Kukavica Mohammed Ziane,OFFICE,2009,Spring
MATH-790,Research,,1.0-12.0 units,Lecture,40012D,1.0,TBA,TBA,20.0,9.0,0.0,Gary Rosen,OFFICE,2009,Spring
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,40013D,1.0,TBA,TBA,15.0,3.0,0.0,,OFFICE,2009,Spring
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,40014D,1.0,TBA,TBA,10.0,4.0,0.0,,OFFICE,2009,Spring
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,40015D,1.0,TBA,TBA,10.0,2.0,0.0,,OFFICE,2009,Spring
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,40016D,1.0,TBA,TBA,10.0,3.0,0.0,,OFFICE,2009,Spring
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,40017D,1.0,TBA,TBA,10.0,2.0,0.0,,OFFICE,2009,Spring
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture-Discussion,39400R,54.0,10:30-12:20pm,MTuWThF,25.0,9.0,0.0,Jian He,KAP134,2009,Summer
MATH-126,Calculus II,P,4.0 units,Lecture-Discussion,39410R,54.0,1:00-2:50pm,MTuWThF,3.0,0.0,0.0,,,2009,Summer
MATH-218,Probability for Business,P,4.0 units,Lecture,39422R,54.0,10:30-12:20pm,MTuWThF,20.0,9.0,0.0,Cymra Haskell,KAP159,2009,Summer
,,,,Lecture-Discussion,39420R,54.0,10:30-12:20pm,MTuWThF,40.0,16.0,0.0,Gary Rosen,KAP163,2009,Summer
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture-Discussion,39425R,54.0,10:30-12:20pm,MTuWThF,2.0,0.0,0.0,,,2009,Summer
MATH-410,Fundamental Concepts of Modern Algebra,P,4.0 units,Lecture,39428D,56.0,TBA,TBA,1.0,1.0,0.0,Charles Lanski,OFFICE,2009,Summer
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39430D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2009,Summer
MATH-512,Financial Informatics and Simulation (Computer Labs and Practitioner Seminar),,3.0 units,Lecture,39450R,54.0,11:00-2:30pm,Thursday,40.0,27.0,0.0,Levon Goukasian,KAP140,2009,Summer
MATH-590,Directed Research,,1.0-12.0 units,Lecture,39460D,54.0,TBA,TBA,20.0,4.0,0.0,Gary Rosen,OFFICE,2009,Summer
MATH-594a,Master's Thesis,,2.0 units,Lecture,39470D,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2009,Summer
MATH-594b,Master's Thesis,P,2.0 units,Lecture,39475D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2009,Summer
MATH-594z,Master's Thesis,PC,0.0 units,Lecture,39480D,54.0,TBA,TBA,20.0,0.0,0.0,,OFFICE,2009,Summer
MATH-599,Special Topics,,"2.0-4.0 units, max 8",,,,,,,,,,,2009,Summer
,Topics in Partial Differential Equations,,3.0,Lecture,39482R,54.0,10:00-12:50pm,"Tue, Thu",30.0,27.0,0.0,Igor Kukavica,KAP144,2009,Summer
MATH-605,Topics in Probability,,"3.0 units, max 12",Lecture,39485R,54.0,2:00-3:50pm,"Tue, Thu",25.0,16.0,0.0,Qingshuo Song,KAP145,2009,Summer
MATH-625,Topics in Real Analysis,,"3.0 units, max 12",Lecture,39490R,54.0,1:00-2:50pm,"Mon, Wed",20.0,14.0,0.0,Mohammed Ziane,GFS108,2009,Summer
MATH-630,Topics in Number Theory,,"3.0 units, max 12",Lecture,39497R,54.0,11:00-1:20pm,"Wed, Fri",20.0,8.0,0.0,Sheldon Kamienny,KAP137,2009,Summer
MATH-790,Research,,1.0-12.0 units,Lecture,39500D,54.0,TBA,TBA,20.0,2.0,0.0,Gary Rosen,OFFICE,2009,Summer
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,39502D,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2009,Summer
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,39504D,54.0,TBA,TBA,20.0,2.0,0.0,,OFFICE,2009,Summer
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,39506D,54.0,TBA,TBA,20.0,2.0,0.0,,OFFICE,2009,Summer
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,39508D,54.0,TBA,TBA,20.0,1.0,0.0,,OFFICE,2009,Summer
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,39510D,54.0,TBA,TBA,20.0,3.0,0.0,,OFFICE,2009,Summer
MATH-040x,Basic Mathematical Skills,,4.0 units,Lecture,39400D,1.0,8:00-8:50am,MWF,40.0,15.0,0.0,Mihaeela Ignatova,KAP163,2009,Fall
,,,,Discussion,39401D,1.0,8:00-8:50am,"Tue, Thu",20.0,7.0,0.0,,GFS113,2009,Fall
,,,,Discussion,39402D,1.0,9:00-9:50am,"Tue, Thu",20.0,8.0,0.0,,GFS113,2009,Fall
MATH-108,Precalculus,P,4.0 units,Lecture,39404D,1.0,8:00-8:50am,MWF,60.0,36.0,0.0,Zdenek Vorel,GFS101,2009,Fall
,,,,Discussion,39405D,1.0,8:00-8:50am,"Tue, Thu",20.0,10.0,0.0,,KAP137,2009,Fall
,,,,Discussion,39406D,1.0,9:00-9:50am,"Tue, Thu",20.0,11.0,0.0,,KAP137,2009,Fall
,,,,Discussion,39407D,1.0,10:00-10:50am,"Tue, Thu",20.0,15.0,0.0,,KAP137,2009,Fall
MATH-116,Mathematics for the Social Sciences,,4.0 units,Lecture,39410D,1.0,9:00-9:50am,MWF,75.0,51.0,0.0,Zdenek Vorel,THH210,2009,Fall
,,,,Discussion,39411D,1.0,8:00-8:50am,"Tue, Thu",25.0,10.0,0.0,,KAP113,2009,Fall
,,,,Discussion,39412D,1.0,9:00-9:50am,"Tue, Thu",26.0,19.0,0.0,,KAP113,2009,Fall
,,,,Discussion,39413D,1.0,10:00-10:50am,"Tue, Thu",26.0,22.0,0.0,,KAP113,2009,Fall
MATH-117,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39415D,1.0,11:00-11:50am,MWF,80.0,48.0,0.0,Ronald Bruck Jr,MHP106,2009,Fall
,,,,Discussion,39416D,1.0,10:00-10:50am,"Tue, Thu",20.0,16.0,0.0,,GFS113,2009,Fall
,,,,Discussion,39417D,1.0,11:00-11:50am,"Tue, Thu",20.0,12.0,0.0,,GFS113,2009,Fall
,,,,Discussion,39418D,1.0,12:00-12:50pm,"Tue, Thu",20.0,8.0,0.0,,GFS113,2009,Fall
,,,,Discussion,39419D,1.0,1:00-1:50pm,"Tue, Thu",20.0,12.0,0.0,,GFS113,2009,Fall
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture,39423D,1.0,10:00-10:50am,MWF,49.0,43.0,0.0,Mircea Voineagu,WPH B28,2009,Fall
,,,,Discussion,39424D,1.0,2:00-2:50pm,"Tue, Thu",19.0,15.0,0.0,,GFS111,2009,Fall
,,,,Discussion,39425D,1.0,3:00-3:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS111,2009,Fall
,,,,Discussion,39426D,1.0,4:00-4:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS111,2009,Fall
,,,,Lecture,39427D,1.0,10:00-10:50am,MWF,49.0,40.0,0.0,Nathaniel Emerson,VKC102,2009,Fall
,,,,Discussion,39428D,1.0,8:00-8:50am,"Tue, Thu",16.0,10.0,0.0,,GFS111,2009,Fall
,,,,Discussion,39429D,1.0,9:00-9:50am,"Tue, Thu",16.0,14.0,0.0,,GFS111,2009,Fall
,,,,Discussion,39430D,1.0,10:00-10:50am,"Tue, Thu",18.0,16.0,0.0,,GFS111,2009,Fall
,,,,Lecture,39431D,1.0,11:00-11:50am,MWF,49.0,38.0,0.0,Mircea Voineagu,WPH B28,2009,Fall
,,,,Discussion,39432D,1.0,11:00-11:50am,"Tue, Thu",18.0,11.0,0.0,,GFS111,2009,Fall
,,,,Discussion,39433D,1.0,12:00-12:50pm,"Tue, Thu",18.0,14.0,0.0,,GFS111,2009,Fall
,,,,Discussion,39434D,1.0,1:00-1:50pm,"Tue, Thu",17.0,13.0,0.0,,GFS111,2009,Fall
,,,,Lecture,39435D,1.0,12:00-12:50pm,MWF,49.0,38.0,0.0,Zdenek Vorel,GFS118,2009,Fall
,,,,Discussion,39436D,1.0,2:00-2:50pm,"Tue, Thu",16.0,13.0,0.0,,GFS112,2009,Fall
,,,,Discussion,39437D,1.0,3:00-3:50pm,"Tue, Thu",16.0,12.0,0.0,,GFS112,2009,Fall
,,,,Discussion,39438D,1.0,4:00-4:50pm,"Tue, Thu",18.0,13.0,0.0,,GFS112,2009,Fall
,,,,Lecture,39439D,1.0,12:00-12:50pm,MWF,49.0,42.0,0.0,Nathaniel Emerson,GFS101,2009,Fall
,,,,Discussion,39440D,1.0,8:00-8:50am,"Tue, Thu",16.0,14.0,0.0,,GFS112,2009,Fall
,,,,Discussion,39441D,1.0,9:00-9:50am,"Tue, Thu",18.0,14.0,0.0,,GFS112,2009,Fall
,,,,Discussion,39442D,1.0,10:00-10:50am,"Tue, Thu",17.0,14.0,0.0,,GFS112,2009,Fall
,,,,Lecture,39443D,1.0,2:00-3:15pm,"Mon, Wed",51.0,50.0,0.0,Alan Schumitzky,THH208,2009,Fall
,,,,Discussion,39444D,1.0,2:00-2:50pm,"Tue, Thu",18.0,18.0,0.0,,GFS113,2009,Fall
,,,,Discussion,39445D,1.0,3:00-3:50pm,"Tue, Thu",18.0,17.0,0.0,,GFS113,2009,Fall
,,,,Discussion,39446D,1.0,4:00-4:50pm,"Tue, Thu",18.0,15.0,0.0,,GFS113,2009,Fall
,,,,Lecture,39451D,1.0,9:00-9:50am,MWF,49.0,42.0,0.0,Nathaniel Emerson,MHP105,2009,Fall
,,,,Discussion,39452D,1.0,8:00-8:50am,"Tue, Thu",17.0,13.0,0.0,,WPH101,2009,Fall
,,,,Discussion,39453D,1.0,9:00-9:50am,"Tue, Thu",17.0,13.0,0.0,,WPH101,2009,Fall
,,,,Discussion,39454D,1.0,10:00-10:50am,"Tue, Thu",17.0,16.0,0.0,,WPH101,2009,Fall
,,,,Lecture,39447D,1.0,1:00-1:50pm,MWF,49.0,48.0,0.0,Andrea Jedwab,VKC150,2009,Fall
,,,,Discussion,39448D,1.0,8:00-8:50am,"Tue, Thu",18.0,17.0,0.0,,KAP140,2009,Fall
,,,,Discussion,39449D,1.0,9:00-9:50am,"Tue, Thu",16.0,16.0,0.0,,KAP140,2009,Fall
,,,,Discussion,39450D,1.0,10:00-10:50am,"Tue, Thu",16.0,15.0,0.0,,KAP140,2009,Fall
MATH-125,Calculus I,P,4.0 units,Lecture,39455D,1.0,9:00-9:50am,MWF,57.0,46.0,0.0,Amjad Tuffaha,THH116,2009,Fall
,,,,Discussion,39456D,1.0,8:00-8:50am,"Tue, Thu",20.0,15.0,0.0,,GFS114,2009,Fall
,,,,Discussion,39457D,1.0,9:00-9:50am,"Tue, Thu",18.0,15.0,0.0,,GFS114,2009,Fall
,,,,Discussion,39458D,1.0,10:00-10:50am,"Tue, Thu",19.0,16.0,0.0,,GFS114,2009,Fall
,,,,Lecture,39459D,1.0,10:00-10:50am,MWF,49.0,43.0,0.0,Francis Bonahon,GFS101,2009,Fall
,,,,Discussion,39460D,1.0,11:00-11:50am,"Tue, Thu",18.0,16.0,0.0,,GFS114,2009,Fall
,,,,Discussion,39461D,1.0,12:00-12:50pm,"Tue, Thu",16.0,15.0,0.0,,GFS114,2009,Fall
,,,,Discussion,39462D,1.0,1:00-1:50pm,"Tue, Thu",17.0,12.0,0.0,,GFS114,2009,Fall
,,,,Lecture,39463D,1.0,11:00-11:50am,MWF,49.0,44.0,0.0,Larry Goldstein,GFS101,2009,Fall
,,,,Discussion,39464D,1.0,11:00-11:50am,"Tue, Thu",19.0,17.0,0.0,,KAP134,2009,Fall
,,,,Discussion,39465D,1.0,12:00-12:50pm,"Tue, Thu",18.0,15.0,0.0,,KAP134,2009,Fall
,,,,Discussion,39466D,1.0,1:00-1:50pm,"Tue, Thu",16.0,12.0,0.0,,KAP134,2009,Fall
,,,,Lecture,39467D,1.0,11:00-11:50am,MWF,49.0,43.0,0.0,Qingtao Chen,VKC102,2009,Fall
,,,,Discussion,39468D,1.0,11:00-11:50am,"Tue, Thu",17.0,15.0,0.0,,GFS201,2009,Fall
,,,,Discussion,39469D,1.0,12:00-12:50pm,"Tue, Thu",17.0,14.0,0.0,,GFS201,2009,Fall
,,,,Discussion,39470D,1.0,1:00-1:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS201,2009,Fall
,,,,Lecture,39471D,1.0,12:00-12:50pm,MWF,49.0,41.0,0.0,Sheldon Kamienny,SGM601,2009,Fall
,,,,Discussion,39472D,1.0,11:00-11:50am,"Tue, Thu",18.0,16.0,0.0,,GFS202,2009,Fall
,,,,Discussion,39473D,1.0,12:00-12:50pm,"Tue, Thu",17.0,12.0,0.0,,GFS202,2009,Fall
,,,,Discussion,39474D,1.0,1:00-1:50pm,"Tue, Thu",16.0,13.0,0.0,,GFS202,2009,Fall
,,,,Lecture,39475D,1.0,1:00-1:50pm,MWF,49.0,46.0,0.0,Cymra Haskell,GFS118,2009,Fall
,,,,Discussion,39476D,1.0,2:00-2:50pm,"Tue, Thu",18.0,18.0,0.0,,GFS202,2009,Fall
,,,,Discussion,39477D,1.0,3:00-3:50pm,"Tue, Thu",16.0,15.0,0.0,,GFS202,2009,Fall
,,,,Discussion,39478D,1.0,4:00-4:50pm,"Tue, Thu",18.0,13.0,0.0,,GFS202,2009,Fall
,,,,Lecture,39479D,1.0,2:00-2:50pm,MWF,49.0,38.0,0.0,Qingtao Chen,VKC150,2009,Fall
,,,,Discussion,39480D,1.0,8:00-8:50am,"Tue, Thu",19.0,18.0,0.0,,THH215,2009,Fall
