Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Year,Term
MATH-040x,Basic Mathematical Skills,,4.0 units,Lecture,39400D,1.0,9:00-9:50am,MWF,35.0,13.0,0.0,Jinting Liu,KAP147,2018,Fall
,,,,Discussion,39401D,1.0,9:00-9:50am,"Tue, Thu",35.0,13.0,0.0,,THH119,2018,Fall
MATH-108g,Contemporary Precalculus,P,4.0 units,Lecture,39403D,1.0,9:00-9:50am,MWF,49.0,33.0,0.0,Felicia Tabing,SGM601,2018,Fall
,,,,Discussion,39404D,1.0,10:00-10:50am,"Tue, Thu",25.0,20.0,0.0,,GFS113,2018,Fall
,,,,Discussion,39405D,1.0,11:00-11:50am,"Tue, Thu",25.0,13.0,0.0,,GFS113,2018,Fall
,,,,Lecture,39406D,1.0,11:00-11:50am,MWF,25.0,21.0,0.0,Felicia Tabing,MHP B7B,2018,Fall
,,,,Discussion,39407D,1.0,8:00-8:50am,"Tue, Thu",25.0,7.0,0.0,,GFS113,2018,Fall
,,,,Discussion,39408D,1.0,9:00-9:50am,"Tue, Thu",25.0,13.0,0.0,,GFS113,2018,Fall
MATH-114xg,Foundations of Statistics,,4.0 units,Lecture,39410D,1.0,10:00-10:50am,MWF,49.0,41.0,0.0,Qi Feng,GFS118,2018,Fall
,,,,Discussion,39411D,1.0,8:00-8:50am,"Tue, Thu",25.0,22.0,0.0,,KAP134,2018,Fall
,,,,Discussion,39412D,1.0,9:00-9:50am,"Tue, Thu",25.0,19.0,0.0,,KAP134,2018,Fall
,,,,Lecture,39413D,1.0,11:00-11:50am,MWF,49.0,41.0,0.0,Cindy Blois,VKC100,2018,Fall
,,,,Discussion,39414D,1.0,2:00-2:50pm,"Tue, Thu",25.0,22.0,0.0,,GFS113,2018,Fall
,,,,Discussion,39415D,1.0,3:00-3:50pm,"Tue, Thu",25.0,19.0,0.0,,GFS113,2018,Fall
,,,,Lecture,39416D,1.0,1:00-1:50pm,MWF,49.0,43.0,0.0,Cindy Blois,SOS B4,2018,Fall
,,,,Discussion,39417D,1.0,12:00-12:50pm,"Tue, Thu",25.0,23.0,0.0,,GFS220,2018,Fall
,,,,Discussion,39418D,1.0,1:00-1:50pm,"Tue, Thu",25.0,20.0,0.0,,GFS220,2018,Fall
MATH-117g,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39419D,1.0,10:00-10:50am,MWF,27.0,21.0,0.0,Gene Kim,LVL16,2018,Fall
,,,,Discussion,39420D,1.0,8:00-8:50am,"Tue, Thu",25.0,8.0,0.0,,KAP141,2018,Fall
,,,,Discussion,39421D,1.0,9:00-9:50am,"Tue, Thu",25.0,13.0,0.0,,KAP141,2018,Fall
,,,,Lecture,39422D,1.0,11:00-11:50am,MWF,49.0,45.0,0.0,Gene Kim,VKC102,2018,Fall
,,,,Discussion,39423D,1.0,10:00-10:50am,"Tue, Thu",25.0,22.0,0.0,,KAP159,2018,Fall
,,,,Discussion,39424D,1.0,11:00-11:50am,"Tue, Thu",25.0,23.0,0.0,,KAP159,2018,Fall
MATH-118xg,Fundamental Principles of Calculus,P,4.0 units,Lecture,39426D,1.0,9:00-9:50am,MWF,49.0,43.0,0.0,Paul Tokorcheck,VKC100,2018,Fall
,,,,Discussion,39427D,1.0,8:00-8:50am,"Tue, Thu",25.0,20.0,0.0,,KAP113,2018,Fall
,,,,Discussion,39428D,1.0,9:00-9:50am,"Tue, Thu",25.0,23.0,0.0,,KAP113,2018,Fall
,,,,Lecture,39429D,1.0,9:00-9:50am,MWF,49.0,45.0,0.0,Brendan Pawlowski,WPH B28,2018,Fall
,,,,Discussion,39430D,1.0,10:00-10:50am,"Tue, Thu",25.0,24.0,0.0,,KAP113,2018,Fall
,,,,Discussion,39431D,1.0,11:00-11:50am,"Tue, Thu",25.0,21.0,0.0,,KAP113,2018,Fall
,,,,Lecture,39432D,1.0,10:00-10:50am,MWF,49.0,48.0,0.0,Steven Heilman,SSL150,2018,Fall
,,,,Discussion,39433D,1.0,2:00-2:50pm,"Tue, Thu",26.0,26.0,0.0,,KDC241,2018,Fall
,,,,Discussion,39434D,1.0,3:00-3:50pm,"Tue, Thu",25.0,22.0,0.0,,KDC241,2018,Fall
,,,,Lecture,39435D,1.0,10:00-10:50am,MWF,49.0,44.0,0.0,Yuan Gao,THH114,2018,Fall
,,,,Discussion,39436D,1.0,12:00-12:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP113,2018,Fall
,,,,Discussion,39437D,1.0,1:00-1:50pm,"Tue, Thu",25.0,21.0,0.0,,KAP113,2018,Fall
,,,,Lecture,39438D,1.0,11:00-11:50am,MWF,49.0,44.0,0.0,Brendan Pawlowski,WPH B28,2018,Fall
,,,,Discussion,39439D,1.0,8:00-8:50am,"Tue, Thu",25.0,20.0,0.0,,KAP159,2018,Fall
,,,,Discussion,39440D,1.0,9:00-9:50am,"Tue, Thu",26.0,24.0,0.0,,KAP159,2018,Fall
,,,,Lecture,39441D,1.0,12:00-12:50pm,MWF,49.0,46.0,0.0,Steven Heilman,SOS B46,2018,Fall
,,,,Discussion,39442D,1.0,8:00-8:50am,"Tue, Thu",25.0,24.0,0.0,,KAP165,2018,Fall
,,,,Discussion,39443D,1.0,9:00-9:50am,"Tue, Thu",25.0,22.0,0.0,,KAP165,2018,Fall
,,,,Lecture,39444D,1.0,12:00-12:50pm,MWF,49.0,45.0,0.0,Yuan Gao,WPH B28,2018,Fall
,,,,Discussion,39445D,1.0,2:00-2:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP165,2018,Fall
,,,,Discussion,39446D,1.0,3:00-3:50pm,"Tue, Thu",25.0,22.0,0.0,,KAP165,2018,Fall
,,,,Lecture,39447D,1.0,1:00-1:50pm,MWF,49.0,45.0,0.0,Felicia Tabing,WPH B28,2018,Fall
,,,,Discussion,39448D,1.0,10:00-10:50am,"Tue, Thu",25.0,22.0,0.0,,KAP165,2018,Fall
,,,,Discussion,39449D,1.0,11:00-11:50am,"Tue, Thu",25.0,23.0,0.0,,KAP165,2018,Fall
,,,,Lecture,39450D,1.0,1:00-1:50pm,MWF,49.0,46.0,0.0,Jacob Rooney,GFS118,2018,Fall
,,,,Discussion,39451D,1.0,2:00-2:50pm,"Tue, Thu",25.0,25.0,0.0,,KAP159,2018,Fall
,,,,Discussion,39452D,1.0,3:00-3:50pm,"Tue, Thu",25.0,21.0,0.0,,KAP159,2018,Fall
,,,,Lecture,39453D,1.0,2:00-2:50pm,MWF,49.0,44.0,0.0,Jacob Rooney,SGM601,2018,Fall
,,,,Discussion,39454D,1.0,10:00-10:50am,"Tue, Thu",25.0,22.0,0.0,,SOS B37,2018,Fall
,,,,Discussion,39455D,1.0,11:00-11:50am,"Tue, Thu",25.0,22.0,0.0,,SOS B37,2018,Fall
MATH-125g,Calculus I,P,4.0 units,Lecture,39456D,1.0,9:00-9:50am,MWF,49.0,45.0,0.0,Michael Hall,THH116,2018,Fall
,,,,Discussion,39457D,1.0,8:00-8:50am,"Tue, Thu",25.0,24.0,0.0,,GFS108,2018,Fall
,,,,Discussion,39458D,1.0,9:00-9:50am,"Tue, Thu",25.0,21.0,0.0,,GFS108,2018,Fall
,,,,Lecture,39459D,1.0,9:00-9:50am,MWF,49.0,44.0,0.0,Matthew Hogancamp,GFS101,2018,Fall
,,,,Discussion,39460D,1.0,10:00-10:50am,"Tue, Thu",26.0,23.0,0.0,,GFS108,2018,Fall
,,,,Discussion,39461D,1.0,11:00-11:50am,"Tue, Thu",25.0,21.0,0.0,,GFS108,2018,Fall
,,,,Lecture,39462D,1.0,10:00-10:50am,MWF,49.0,48.0,0.0,Michael Hall,WPH B28,2018,Fall
,,,,Discussion,39463D,1.0,10:00-10:50am,"Tue, Thu",25.0,25.0,0.0,,GFS109,2018,Fall
,,,,Discussion,39464D,1.0,11:00-11:50am,"Tue, Thu",25.0,23.0,0.0,,GFS109,2018,Fall
,,,,Lecture,39465D,1.0,10:00-10:50am,MWF,49.0,44.0,0.0,Matthew Hogancamp,VKC102,2018,Fall
,,,,Discussion,39466D,1.0,12:00-12:50pm,"Tue, Thu",25.0,25.0,0.0,,GFS108,2018,Fall
,,,,Discussion,39467D,1.0,1:00-1:50pm,"Tue, Thu",25.0,19.0,0.0,,GFS108,2018,Fall
,,,,Lecture,39468D,1.0,11:00-11:50am,MWF,49.0,46.0,0.0,Remigijus Mikulevicius,THH116,2018,Fall
,,,,Discussion,39469D,1.0,12:00-12:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP159,2018,Fall
,,,,Discussion,39470D,1.0,1:00-1:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP159,2018,Fall
,,,,Lecture,39471D,1.0,11:00-11:50am,MWF,49.0,47.0,0.0,Ricardo Mancera,LVL16,2018,Fall
,,,,Discussion,39472D,1.0,8:00-8:50am,"Tue, Thu",25.0,22.0,0.0,,GFS109,2018,Fall
,,,,Discussion,39473D,1.0,9:00-9:50am,"Tue, Thu",25.0,25.0,0.0,,GFS109,2018,Fall
,,,,Lecture,39474D,1.0,12:00-12:50pm,MWF,49.0,43.0,0.0,Alexander Neshitov,SOS B4,2018,Fall
,,,,Discussion,39475D,1.0,12:00-12:50pm,"Tue, Thu",25.0,21.0,0.0,,GFS213,2018,Fall
,,,,Discussion,39476D,1.0,1:00-1:50pm,"Tue, Thu",25.0,22.0,0.0,,GFS213,2018,Fall
,,,,Lecture,39477D,1.0,12:00-12:50pm,MWF,49.0,44.0,0.0,Haitian Yue,GFS116,2018,Fall
,,,,Discussion,39478D,1.0,10:00-10:50am,"Tue, Thu",26.0,25.0,0.0,,GFS213,2018,Fall
,,,,Discussion,39479D,1.0,11:00-11:50am,"Tue, Thu",25.0,19.0,0.0,,GFS213,2018,Fall
,,,,Lecture,39480D,1.0,1:00-1:50pm,MWF,49.0,31.0,0.0,Guillaume Dreyer,SOS B44,2018,Fall
,,,,Discussion,39481D,1.0,8:00-8:50am,"Tue, Thu",25.0,16.0,0.0,,GFS213,2018,Fall
,,,,Discussion,39482D,1.0,9:00-9:50am,"Tue, Thu",25.0,15.0,0.0,,GFS213,2018,Fall
,,,,Lecture,39483D,1.0,1:00-1:50pm,MWF,49.0,37.0,0.0,Alexander Neshitov,VKC100,2018,Fall
,,,,Discussion,39484D,1.0,8:00-8:50am,"Tue, Thu",25.0,18.0,0.0,,GFS220,2018,Fall
,,,,Discussion,39485D,1.0,9:00-9:50am,"Tue, Thu",25.0,19.0,0.0,,GFS220,2018,Fall
,,,,Lecture,39486D,1.0,2:00-2:50pm,MWF,49.0,48.0,0.0,Michael Hall,LVL16,2018,Fall
,,,,Discussion,39487D,1.0,12:00-12:50pm,"Tue, Thu",25.0,23.0,0.0,,KAP137,2018,Fall
,,,,Discussion,39488D,1.0,1:00-1:50pm,"Tue, Thu",25.0,25.0,0.0,,KAP137,2018,Fall
MATH-126g,Calculus II,P,4.0 units,Lecture,39500D,1.0,9:00-9:50am,MWF,49.0,43.0,0.0,Cymra Haskell,THH114,2018,Fall
,,,,Discussion,39501D,1.0,10:00-10:50am,"Tue, Thu",25.0,23.0,0.0,,KAP141,2018,Fall
,,,,Discussion,39502D,1.0,11:00-11:50am,"Tue, Thu",25.0,20.0,0.0,,KAP141,2018,Fall
,,,,Lecture,39504D,1.0,10:00-10:50am,MWF,49.0,44.0,0.0,Christian Zillinger,SGM601,2018,Fall
,,,,Discussion,39505D,1.0,12:00-12:50pm,"Tue, Thu",25.0,20.0,0.0,,GFS109,2018,Fall
,,,,Discussion,39506D,1.0,1:00-1:50pm,"Tue, Thu",26.0,24.0,0.0,,GFS109,2018,Fall
,,,,Lecture,39508D,1.0,10:00-10:50am,MWF,49.0,43.0,0.0,Fedor Malikov,THH212,2018,Fall
,,,,Discussion,39509D,1.0,8:00-8:50am,"Tue, Thu",25.0,20.0,0.0,,KAP138,2018,Fall
,,,,Discussion,39510D,1.0,9:00-9:50am,"Tue, Thu",25.0,23.0,0.0,,KAP138,2018,Fall
,,,,Lecture,39512D,1.0,11:00-11:50am,MWF,49.0,46.0,0.0,Christian Zillinger,THH210,2018,Fall
,,,,Discussion,39513D,1.0,8:00-8:50am,"Tue, Thu",25.0,22.0,0.0,,THHB9,2018,Fall
,,,,Discussion,39514D,1.0,9:00-9:50am,"Tue, Thu",25.0,24.0,0.0,,THHB9,2018,Fall
,,,,Lecture,39516D,1.0,12:00-12:50pm,MWF,49.0,44.0,0.0,Cymra Haskell,VPD116,2018,Fall
,,,,Discussion,39517D,1.0,10:00-10:50am,"Tue, Thu",25.0,22.0,0.0,,KAP137,2018,Fall
,,,,Discussion,39518D,1.0,11:00-11:50am,"Tue, Thu",25.0,22.0,0.0,,KAP137,2018,Fall
,,,,Lecture,39519D,1.0,1:00-1:50pm,MWF,50.0,45.0,0.0,Nathaniel Emerson,THH114,2018,Fall
,,,,Discussion,39520D,1.0,2:00-2:50pm,"Tue, Thu",27.0,24.0,0.0,,KAP141,2018,Fall
,,,,Discussion,39521D,1.0,3:00-3:50pm,"Tue, Thu",25.0,21.0,0.0,,KAP141,2018,Fall
MATH-127,Enhanced Calculus II,,4.0 units,Lecture,39522D,1.0,11:00-11:50am,MWF,3.0,0.0,0.0,,,2018,Fall
,,,,Discussion,39523D,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,,2018,Fall
MATH-129,Calculus II for Engineers and Scientists,P,4.0 units,Lecture,39524D,1.0,9:00-9:50am,MWF,49.0,46.0,0.0,Nathaniel Emerson,SOS B44,2018,Fall
,,,,Discussion,39525D,1.0,8:00-8:50am,"Tue, Thu",25.0,23.0,0.0,,VHE214,2018,Fall
,,,,Discussion,39526D,1.0,9:00-9:50am,"Tue, Thu",25.0,23.0,0.0,,VHE214,2018,Fall
,,,,Lecture,39527D,1.0,11:00-11:50am,MWF,48.0,47.0,0.0,Nathaniel Emerson,VKC152,2018,Fall
,,,,Discussion,39528D,1.0,10:00-10:50am,"Tue, Thu",25.0,22.0,0.0,,VHE214,2018,Fall
,,,,Discussion,39529D,1.0,11:00-11:50am,"Tue, Thu",25.0,25.0,0.0,,VHE214,2018,Fall
MATH-208x,Elementary Probability and Statistics,P,4.0 units,Lecture,39530D,1.0,2:00-2:50pm,MWF,49.0,36.0,0.0,Richard Arratia,SOS B44,2018,Fall
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture,39538D,1.0,9:00-9:50am,MWF,49.0,44.0,0.0,Neelesh Tiruviluamala,LVL16,2018,Fall
,,,,Discussion,39539D,1.0,2:00-2:50pm,"Tue, Thu",25.0,23.0,0.0,,VHE214,2018,Fall
,,,,Discussion,39540D,1.0,3:00-3:50pm,"Tue, Thu",25.0,21.0,0.0,,VHE214,2018,Fall
,,,,Lecture,39541D,1.0,10:00-10:50am,MWF,49.0,47.0,0.0,Neelesh Tiruviluamala,SOS B46,2018,Fall
,,,,Discussion,39542D,1.0,8:00-8:50am,"Tue, Thu",25.0,22.0,0.0,,KAP167,2018,Fall
,,,,Discussion,39543D,1.0,9:00-9:50am,"Tue, Thu",25.0,25.0,0.0,,KAP167,2018,Fall
,,,,Lecture,39544D,1.0,11:00-11:50am,MWF,49.0,44.0,0.0,Andrew Manion,SOS B46,2018,Fall
,,,,Discussion,39545D,1.0,10:00-10:50am,"Tue, Thu",25.0,22.0,0.0,,KAP167,2018,Fall
,,,,Discussion,39546D,1.0,11:00-11:50am,"Tue, Thu",25.0,22.0,0.0,,KAP167,2018,Fall
,,,,Lecture,39547D,1.0,12:00-12:50pm,MWF,49.0,40.0,0.0,Fedor Malikov,THH208,2018,Fall
,,,,Discussion,39548D,1.0,2:00-2:50pm,"Tue, Thu",25.0,23.0,0.0,,THHB9,2018,Fall
,,,,Discussion,39549D,1.0,3:00-3:50pm,"Tue, Thu",25.0,17.0,0.0,,THHB9,2018,Fall
,,,,Lecture,39550D,1.0,1:00-1:50pm,MWF,49.0,45.0,0.0,Andrew Manion,SOS B46,2018,Fall
,,,,Discussion,39551D,1.0,10:00-10:50am,"Tue, Thu",25.0,24.0,0.0,,THHB9,2018,Fall
,,,,Discussion,39552D,1.0,11:00-11:50am,"Tue, Thu",25.0,21.0,0.0,,THHB9,2018,Fall
,,,,Lecture,39535D,1.0,2:00-2:50pm,MWF,49.0,39.0,0.0,Neelesh Tiruviluamala,LVL17,2018,Fall
,,,,Discussion,39536D,1.0,12:00-12:50pm,"Tue, Thu",25.0,20.0,0.0,,WPH101,2018,Fall
,,,,Discussion,39537D,1.0,1:00-1:50pm,"Tue, Thu",25.0,19.0,0.0,,WPH107,2018,Fall
MATH-226g,Calculus III,P,4.0 units,Lecture,39553D,1.0,9:00-9:50am,MWF,49.0,31.0,0.0,Guillaume Dreyer,SOS B4,2018,Fall
,,,,Discussion,39554D,1.0,10:00-10:50am,"Tue, Thu",25.0,17.0,0.0,,THH B10,2018,Fall
,,,,Discussion,39555D,1.0,11:00-11:50am,"Tue, Thu",25.0,14.0,0.0,,THH B10,2018,Fall
,,,,Lecture,39556D,1.0,10:00-10:50am,MWF,49.0,47.0,0.0,Guillermo Reyes Souto,GFS116,2018,Fall
,,,,Discussion,39557D,1.0,8:00-8:50am,"Tue, Thu",25.0,24.0,0.0,,THH B10,2018,Fall
,,,,Discussion,39558D,1.0,9:00-9:50am,"Tue, Thu",25.0,23.0,0.0,,THH B10,2018,Fall
,,,,Lecture,39559D,1.0,10:00-10:50am,MWF,49.0,37.0,0.0,Guillaume Dreyer,SOS B44,2018,Fall
,,,,Discussion,39560D,1.0,10:00-10:50am,"Tue, Thu",25.0,17.0,0.0,,THH217,2018,Fall
,,,,Discussion,39561D,1.0,11:00-11:50am,"Tue, Thu",25.0,20.0,0.0,,THH217,2018,Fall
,,,,Lecture,39562D,1.0,11:00-11:50am,MWF,49.0,42.0,0.0,Paul Tokorcheck,SOS B44,2018,Fall
,,,,Discussion,39563D,1.0,10:00-10:50am,"Tue, Thu",25.0,21.0,0.0,,SOS B52,2018,Fall
,,,,Discussion,39564D,1.0,11:00-11:50am,"Tue, Thu",25.0,21.0,0.0,,SOS B52,2018,Fall
,,,,Lecture,39565D,1.0,11:00-11:50am,MWF,49.0,43.0,0.0,Aaron Mazel-Gee,GFS118,2018,Fall
,,,,Discussion,39566D,1.0,12:00-12:50pm,"Tue, Thu",27.0,21.0,0.0,,THH B10,2018,Fall
,,,,Discussion,39567D,1.0,1:00-1:50pm,"Tue, Thu",25.0,22.0,0.0,,THH B10,2018,Fall
,,,,Lecture,39568D,1.0,12:00-12:50pm,MWF,49.0,46.0,0.0,Paul Tokorcheck,GFS118,2018,Fall
,,,,Discussion,39569D,1.0,2:00-2:50pm,"Tue, Thu",25.0,24.0,0.0,,THH B10,2018,Fall
,,,,Discussion,39570D,1.0,3:00-3:50pm,"Tue, Thu",25.0,22.0,0.0,,THH B10,2018,Fall
,,,,Lecture,39571D,1.0,12:00-12:50pm,MWF,25.0,19.0,0.0,Nicolai Haydn,GFS229,2018,Fall
,,,,Discussion,39572D,1.0,10:00-10:50am,"Tue, Thu",25.0,5.0,0.0,,VKC258,2018,Fall
,,,,Discussion,39573D,1.0,11:00-11:50am,"Tue, Thu",25.0,14.0,0.0,,VKC258,2018,Fall
,,,,Lecture,39574D,1.0,1:00-1:50pm,MWF,49.0,48.0,0.0,Guillermo Reyes Souto,LVL16,2018,Fall
,,,,Discussion,39575D,1.0,12:00-12:50pm,"Tue, Thu",25.0,22.0,0.0,,KAP166,2018,Fall
,,,,Discussion,39576D,1.0,1:00-1:50pm,"Tue, Thu",26.0,26.0,0.0,,KAP166,2018,Fall
,,,,Lecture,39577D,1.0,1:00-1:50pm,MWF,49.0,33.0,0.0,David Crombecque,VKC102,2018,Fall
,,,,Discussion,39578D,1.0,12:00-12:50pm,"Tue, Thu",25.0,12.0,0.0,,KAP140,2018,Fall
,,,,Discussion,39579D,1.0,1:00-1:50pm,"Tue, Thu",25.0,21.0,0.0,,KAP140,2018,Fall
MATH-229,Calculus III for Engineers and Scientists,P,4.0 units,Lecture,39580D,1.0,9:00-9:50am,MWF,49.0,47.0,0.0,David Crombecque,THH212,2018,Fall
,,,,Discussion,39581D,1.0,8:00-8:50am,"Tue, Thu",25.0,22.0,0.0,,KAP166,2018,Fall
,,,,Discussion,39582D,1.0,9:00-9:50am,"Tue, Thu",25.0,25.0,0.0,,KAP166,2018,Fall
,,,,Lecture,39583D,1.0,11:00-11:50am,MWF,49.0,47.0,0.0,Takahiro Sakai,THH114,2018,Fall
,,,,Discussion,39584D,1.0,10:00-10:50am,"Tue, Thu",25.0,23.0,0.0,,KAP166,2018,Fall
,,,,Discussion,39585D,1.0,11:00-11:50am,"Tue, Thu",25.0,24.0,0.0,,KAP166,2018,Fall
,,,,Lecture,39586D,1.0,12:00-12:50pm,MWF,49.0,48.0,0.0,David Crombecque,SOS B44,2018,Fall
,,,,Discussion,39587D,1.0,10:00-10:50am,"Tue, Thu",25.0,23.0,0.0,,GFS220,2018,Fall
,,,,Discussion,39588D,1.0,11:00-11:50am,"Tue, Thu",26.0,25.0,0.0,,GFS220,2018,Fall
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture,39594D,1.0,10:00-10:50am,MWF,49.0,28.0,0.0,Gary Rosen,KAP414,2018,Fall
,,,,Discussion,39595D,1.0,10:00-10:50am,"Tue, Thu",25.0,13.0,0.0,,GFS114,2018,Fall
,,,,Discussion,39596D,1.0,11:00-11:50am,"Tue, Thu",25.0,15.0,0.0,,GFS114,2018,Fall
,,,,Lecture,39598D,1.0,11:00-11:50am,MWF,49.0,49.0,0.0,Ramtin Sheikhhassani,GFS116,2018,Fall
,,,,Discussion,39599D,1.0,12:00-12:50pm,"Tue, Thu",25.0,24.0,0.0,,THHB9,2018,Fall
,,,,Discussion,39600D,1.0,1:00-1:50pm,"Tue, Thu",25.0,25.0,0.0,,THHB9,2018,Fall
,,,,Lecture,39602D,1.0,12:00-12:50pm,MWF,49.0,48.0,0.0,Ramtin Sheikhhassani,LVL16,2018,Fall
,,,,Discussion,39603D,1.0,8:00-8:50am,"Tue, Thu",26.0,26.0,0.0,,GFS104,2018,Fall
,,,,Discussion,39604D,1.0,9:00-9:50am,"Tue, Thu",25.0,22.0,0.0,,GFS114,2018,Fall
MATH-307,Statistical Inference and Data Analysis I,P,4.0 units,Lecture,39615D,1.0,1:00-1:50pm,MWF,25.0,20.0,0.0,Neelesh Tiruviluamala,VKC209,2018,Fall
,,,,Discussion,39616D,1.0,1:00-1:50pm,"Tue, Thu",25.0,20.0,0.0,,VKC206,2018,Fall
MATH-395,Seminar in Problem Solving,,"2.0 units, max 8",Lecture,39620D,1.0,6:30-8:30pm,Monday,20.0,12.0,0.0,Richard Arratia,KAP427,2018,Fall
MATH-407,Probability Theory,P,4.0 units,Lecture,39625D,1.0,9:00-9:50am,MWF,49.0,47.0,0.0,Peter Baxendale,SOS B46,2018,Fall
,,,,Discussion,39626R,1.0,8:00-8:50am,"Tue, Thu",25.0,23.0,0.0,,SOS B37,2018,Fall
,,,,Discussion,39627R,1.0,9:00-9:50am,"Tue, Thu",26.0,24.0,0.0,,SOS B37,2018,Fall
,,,,Lecture,39629D,1.0,10:00-10:50am,MWF,49.0,47.0,0.0,Peter Baxendale,THH210,2018,Fall
,,,,Discussion,39630R,1.0,10:00-10:50am,"Tue, Thu",26.0,22.0,0.0,,KAP134,2018,Fall
,,,,Discussion,39631R,1.0,11:00-11:50am,"Tue, Thu",26.0,25.0,0.0,,KAP134,2018,Fall
,,,,Lecture,39632D,1.0,11:00-11:50am,MWF,49.0,43.0,0.0,Sergey Lototsky,SSL150,2018,Fall
,,,,Discussion,39633R,1.0,2:00-2:50pm,"Tue, Thu",26.0,21.0,0.0,,SGM226,2018,Fall
,,,,Discussion,39634R,1.0,3:00-3:50pm,"Tue, Thu",25.0,22.0,0.0,,SGM226,2018,Fall
MATH-408,Mathematical Statistics,P,4.0 units,Lecture,39635D,1.0,9:00-9:50am,MWF,25.0,12.0,0.0,Chunming Wang,KAP146,2018,Fall
,,,,Discussion,39636D,1.0,12:00-12:50pm,"Tue, Thu",25.0,3.0,0.0,,GFS114,2018,Fall
,,,,Discussion,39637D,1.0,1:00-1:50pm,"Tue, Thu",25.0,9.0,0.0,,KAP134,2018,Fall
,,,,Lecture,39638D,1.0,1:00-1:50pm,MWF,40.0,35.0,0.0,Remigijus Mikulevicius,THH208,2018,Fall
,,,,Discussion,39639D,1.0,2:00-2:50pm,"Tue, Thu",25.0,21.0,0.0,,KAP164,2018,Fall
,,,,Discussion,39640D,1.0,3:00-3:50pm,"Tue, Thu",25.0,14.0,0.0,,KAP164,2018,Fall
MATH-410,Fundamental Concepts of Modern Algebra,P,4.0 units,Lecture,39641D,1.0,1:00-1:50pm,MWF,30.0,12.0,0.0,Igor Kukavica,KAP148,2018,Fall
,,,,Discussion,39642D,1.0,2:00-3:50pm,Thursday,30.0,12.0,0.0,,VHE210,2018,Fall
MATH-425a,Fundamental Concepts of Analysis,P,4.0 units,Lecture,39645D,1.0,10:00-10:50am,MWF,34.0,31.0,0.0,Aaron Mazel-Gee,GFS222,2018,Fall
,,,,Discussion,39646D,1.0,2:00-3:50pm,Tuesday,34.0,31.0,0.0,,VHE210,2018,Fall
,,,,Lecture,39647D,1.0,11:00-11:50am,MWF,33.0,30.0,0.0,Guillermo Reyes Souto,KAP140,2018,Fall
,,,,Discussion,39648D,1.0,11:00-12:50pm,Thursday,33.0,30.0,0.0,,WPH B30,2018,Fall
MATH-430,Theory of Numbers,P,4.0 units,Lecture,39650D,1.0,11:00-11:50am,MWF,40.0,38.0,0.0,Sheldon Kamienny,WPH207,2018,Fall
MATH-434,Geometry and Transformations,P,4.0 units,Lecture,39655D,1.0,2:00-2:50pm,MWF,25.0,13.0,0.0,Francis Bonahon,KAP164,2018,Fall
MATH-440,Topology,,4.0 units,Lecture,39660D,1.0,11:00-11:50am,MWF,35.0,14.0,0.0,David Crombecque,GFS222,2018,Fall
MATH-445,Mathematics of Physics and Engineering II,P,4.0 units,Lecture,39673D,1.0,12:00-12:50pm,MWF,49.0,28.0,0.0,Robert Sacker Michael Hall,KAP414,2018,Fall
,,,,Discussion,39674D,1.0,12:00-12:50pm,"Tue, Thu",25.0,11.0,0.0,,VHE214,2018,Fall
,,,,Discussion,39675D,1.0,1:00-1:50pm,"Tue, Thu",25.0,17.0,0.0,,VHE214,2018,Fall
MATH-458,Numerical Methods,P,4.0 units,Lecture,39679D,1.0,10:00-10:50am,MWF,49.0,46.0,0.0,Ricardo Mancera,GFS207,2018,Fall
,,,,Discussion,39680D,1.0,10:00-10:50am,"Tue, Thu",25.0,23.0,0.0,,VKC201,2018,Fall
,,,,Discussion,39681D,1.0,11:00-11:50am,"Tue, Thu",26.0,23.0,0.0,,VKC201,2018,Fall
,,,,Lecture,39682D,1.0,2:00-2:50pm,MWF,51.0,49.0,0.0,Ricardo Mancera,MHP B7B,2018,Fall
,,,,Discussion,39683D,1.0,12:00-12:50pm,"Tue, Thu",25.0,22.0,0.0,,KAP165,2018,Fall
,,,,Discussion,39684D,1.0,1:00-1:50pm,"Tue, Thu",27.0,27.0,0.0,,KAP165,2018,Fall
MATH-467,Theory and Computational Methods for Optimization,P,4.0 units,Lecture,39685D,1.0,1:00-1:50pm,MWF,35.0,26.0,0.0,Chunming Wang,KAP145,2018,Fall
,,,,Discussion,39686D,1.0,3:00-3:50pm,"Tue, Thu",35.0,26.0,0.0,,THH110,2018,Fall
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39690D,1.0,TBA,TBA,20.0,10.0,0.0,Eric Friedlander Amy Yung,OFFICE,2018,Fall
MATH-499,Special Topics,,"2.0-4.0 units, max 8",,,,,,,,,,,2018,Fall
